Board,Solution,Difficulty
.......63241....9....987..2.6.........8.1......2..69879.7.....651.4.2........8.35,879124563241635798356987412465879321798213654132546987987351246513462879624798135,Extreme
5..7.9...4...3..9...8....6.2.....1.5.7..5.2...3..64...9.7..2........8.2...16....7,563789412412536798798421563246897135879153246135264879987312654654978321321645987,Extreme
.8..35..1.2.9......3...4.791...98.......6.5.3264..1...6..2..7........46..785..13.,789635241421987356536124879153798624897462513264351987645213798312879465978546132,Extreme
7892.....4......31...56..9.214.......6..78.......4.6...42.89.....1..67.9..8..5.26,789231564456897231123564897214653978365978142897142653642789315531426789978315426,Extreme
...8...6.......35.4.215......9.4.2.3.1...8........2..9.8...6.....4..9..5.35...98.,351897462798264351462153798879645213213978546546312879987536124124789635635421987,Extreme
...64......8.....6..5...213.7..21........9.24..1.3.9..5......98...1..46..2.8.7...,132645879798312546465978213879421635356789124241536987513264798987153462624897351,Extreme
123...9........64....8..3....7.2...6....35....6.....21642.9.........2..79....1.6.,123546978789213645456879312897124536214635789365987421642798153531462897978351264,Extreme
..8..4.2......74.66..3...8.....4.5.1.5.8..6....4.3.....2.......7..56.........2897,978654123312987456645321789897246531153879642264135978421798365789563214536412897,Extreme
..7....2....79.5..3...12..91.39.........543.2.5............9.64..21..8...78....5.,897563421214798536365412789123987645789654312456321978531879264642135897978246153,Extreme
87.....5.....45..9.46.7.1..79.1........8...3....26...8....21.....5.....4.24...89.,879312456213645789546978123798153642462897531351264978987421365635789214124536897,Extreme
...7......8...156....536...2.4.9....8.7..3..6...2.48.96...78.2.9......54.1.64..8.,536789412789421563421536798264897135897153246153264879645978321978312654312645987,Extreme
6.....21.9...125..3..64.....12..6.8....78.1...98...635...1.3..2....64.98..6.9.3..,654978213987312546321645879412536987563789124798421635879153462135264798246897351,Extreme
.......98.....5.1.42.98.......7...46....51....97..213.6.52..9..3.2...6.4.7..4.3.1,536124798789635412421987563153798246264351879897462135645213987312879654978546321,Extreme
5..9.136..4.....899............4...78...17..5.....6....9..8..7...4....3...1.62.4.,578921364243675189916834752135248697869317425427596813692483571784159236351762948,Unfair
7...8..3...2.6...9.9..347.6..........78...914...518.........5.......12..96.3.....,716289435432765189895134726123947658578623914649518372281476593354891267967352841,Unfair
.2.6.3........19..1..4....53.9..........69......51..4..7..4....9......27.52.368..,524693718687251934193478265319824576745369182268517349871942653936185427452736891,Unfair
.59.48..2...92...17..3..9..2......34.46...1........8.............78.4.13.2..1..58,159648372634927581782351946275189634846273195391465827418532769567894213923716458,Unfair
.8..59......86..9...12....57.........9.4....7..5...4.2.......28.1.....6.27.5.31..,482359671357861294961274835724138956698425317135697482543916728819742563276583149,Unfair
..96....5...2......72..5.......39..1.97..236...1....9...615.......3.7154........3,849673215653291487172485936265839741497512368381746592736154829928367154514928673,Unfair
.7.6.......6.1.34..5..3..7....5.29......71....87......56....7.12..1...8......6.59,371624598896715342452839176643582917925471863187963425564298731239157684718346259,Unfair
19.8...25...........8546...6....2.......1.97...4.5.....43.....7......2.39.....846,196873425457921368238546719619782534385614972724359681543268197861497253972135846,Unfair
6..73..5......6.......5...8.924...6717..8.9........4..3.6.9.1...41..............3,618739254257846319439251678592413867174682935863975421386597142741328596925164783,Unfair
...1..9......965.36....7.........62....9.5.......2..5431..84...92..5..878.5......,537142968241896573698537412153478629482965731769321854316784295924653187875219346,Unfair
386.....92...9......9.235.7.2.....1.......685..8..57...7...1.......4..5.....5.9.3,386574129257196438419823567925768314734219685168435792573981246692347851841652973,Unfair
6....8..5.7.....21...5.1.....3.....9.6...24..1..4.6.3...........8.629....91.5...3,619278345574963821832541796743185269965732418128496537456317982387629154291854673,Unfair
......46...3...1978..9.6......8.......1...2...5..326..9...5...4..63.4.....7..8...,195273468623485197874916352239861745761549283458732619912657834586324971347198526,Unfair
1.59...6.98...1.........5..............7..6....3...7545...4..7..6..5..8184...2...,125934867986571342374286519752463198418795623693128754531849276269357481847612935,Unfair
..3.9..7..4.85...3..8...........1....3......6.6..7.9829...86.4..25...........3...,513694278647852193298137654852961437739428516164375982971286345325749861486513729,Unfair
.5847..9.41.6...5.7..9.........2...8..61...4......6..2381....2.......369.........,658472193419638257723915486197524638236187945845396712381769524572841369964253871,Unfair
...........3.96458652..79....6.7.1..91........4.1.3..........7..3....8.27..3.9..1,894531267173296458652847913386974125915682734247153689529418376431765892768329541,Unfair
.....94.65.....1....9..657.7.3....8.9823................87.1..3.3.928..7........4,821579436576432198349816572763194285982365741415287369658741923134928657297653814,Unfair
5.......1....5.2...34...5.....318.4..........8.19....61..8......7.......6...2.9.8,582763491716459283934281567265318749397642815841975326129837654478596132653124978,Unfair
195...2......75....7....8.1....6...2.483.....9....84................612..845.76.3,195843267826175934473692851517964382648321579932758416361289745759436128284517693,Unfair
....3.7.83..4.....6...2.4...1.........9..486..6..5..7....1.3...9...782...4...21.7,194635728382497615657821493213786954579314862468259371726143589931578246845962137,Unfair
7.56239.4...75.....6..19..........3.4.6.....8..1.9.2..............5416......3.142,715623984928754361364819725572186439496372518831495276149267853283541697657938142,Unfair
.2....93...7.4....8.....1..3....7.....8.94.574.9.63..86........79..26...........5,526781934917342586843659172352817469168294357479563218684935721795126843231478695,Unfair
6.8..7..2.2.985....5...............74........8.37..6..94.6.3.2....52..43.....1.9.,698417532327985461154236978269154387475368219813792654941673825786529143532841796,Unfair
6.153.2.....69.8....5......3.....6.......395..9.4613..4..........32......6..4.527,681537249237694815945182763324759681716823954598461372452976138873215496169348527,Unfair
64.........754.28.......35..6.2.4.1..........459......2..1..6.......6..3.9..251.8,645382791937541286182967354863294517721658439459713862278139645514876923396425178,Unfair
...7..53..74..8........3..7.5....31.......4.84.9.1.7...2.........568....84619....,298741536374568192561923847652874319713259468489316725927435681135682974846197253,Unfair
3..95.....8...6..........27...1...69.943..8..6...2....8..7.52....6...741....1....,372951684489276135165438927723184569594367812618529473831745296256893741947612358,Unfair
..9........79..8......473..8.1569......8..4....62...9..1.....2..5.......9....513.,469382751137956842528147369841569273295873416376214598713498625652731984984625137,Unfair
.87........96...........715....9.35.2...3......62..8.....9.5....3...8.6..65..29.4,487513296519627438623489715741896352258731649396254871874965123932148567165372984,Unfair
1..67.8...7.2...5.......6...8.3.........61.....3..419.........8..493....2.....3.7,145679832376218459928453671681395724492761583753824196537142968864937215219586347,Unfair
......5.....46..925.712...4.7.........9.7..8346.91..7....3...........6...2..96...,642789531318465792597123864871532946259674183463918275786351429935247618124896357,Unfair
35.1....7.9....4.22......3.......1.518..9....5726..........597....96.....4.31....,354129687796853412218476539469738125183592746572641893631285974827964351945317268,Unfair
69.1......3.....8181.....5.95..384......5.26......7.........57..6.89..2...3..5...,695182734732546981814973652956238417371459268248617395489321576567894123123765849,Unfair
5...7.......6......67.45..............18...4.48..91..6.1.46.37..7.9...1.3.....489,538279164149683527267145938653724891791856243482391756915468372874932615326517489,Unfair
....634...7398...1..8.......2...9......2..3....1...87...9..5...5......9.81.6..25.,192563487673984521458712936326879145785241369941356872269435718537128694814697253,Unfair
...4..8......28..3..59...2..315.7642.......1.7........3......7..9.....86.7..45...,123456897947128563685973124831597642459362718762814359316289475594731286278645931,Unfair
7....98.5.36..51.4.............2.......7.6...39......29........15...3....2....719,714369825236875194589142367675921438842736951391584672968217543157493286423658719,Unfair
15.9..4....2.71.6..3...5.2......9....135.......8.1....9......1....4..5.6.45...28.,157926438482371965639845127264739851713584692598612743976258314821493576345167289,Unfair
8.754.2.....12...4...........89...3.47.2..9.16...................283..4.7...56.8.,817543296936128574245697813128964735473285961659371428384712659562839147791456382,Unfair
...4.........13..69.5.7...1......2.....5319....98..6......2.7...82...14.37.......,126485397847913526935276481453769218268531974719842635594128763682357149371694852,Unfair
.9.542.3......8..56..97............2..43567.81.7.......5..2...........87......3.9,798542136412638975635971824583417692924356718167289543859723461346195287271864359,Unfair
.1..289..3...96.8..943..7.....1.98...4......176...2........54.9.7.........5.....8,617428953352796184894351726523169847948537261761842395186275439479683512235914678,Unfair
7123..5...5.9...3....2..7.....7.............1....6..8.1....9...5.7..264..26..7..3,712386594658974132493251768841795326365428971279163485184639257537812649926547813,Unfair
.8....1..7...415.9......736957..4.......3...54......9...5......8.932........15...,586973124723641589194258736957184362268739415431562897315496278849327651672815943,Unfair
..21.........86.1........6..9...........3.57......9.4638..6....5....4..31.95..2..,672195438953486712418327965795648321846231579231759846384962157527814693169573284,Unfair
..........7.8.....2..349........3..895..6...7.......513...5491.5.41...2..2.......,893675142475812369216349875741523698958461237632987451387254916564198723129736584,Unfair
.63..2.7......35...7..9426.4.62..8....7........9.1..4.......3......8......4..9785,963152478842763591571894263416275839387946152259318647698527314735481926124639785,Unfair
.....4.951.486..2...5.7...8..8.....75.........2.3....6............68..1961...9.8.,876234195194865723235971468348196257569427831721358946982513674457682319613749582,Unfair
....8.51..8..6....27....8.63....74..65.1........2.3..5.34....9....9..1........6..,463782519985461372271539846392657481657148923148293765534816297826975134719324658,Unfair
.....42683......7......2....9..8......74..6...5......49...........298..15.3.7....,179534268362819475485762913294683157837451692651927384918345726746298531523176849,Unfair
..............9.56..6.1.3....2..3....149..78.9...74..1.4.865.............814....2,893652417127349856456718329572183964314926785968574231249865173735291648681437592,Unfair
...248..9.6.5.....59....2.....3..1..6..9.54...836...2..7.........4.3......6....13,731248659462591387598763241245387196617925438983614725379152864154836972826479513,Unfair
.4.27.69.37...........4...8.957....1.1.4..82....6...............89....45....59..6,541278693378916452962543718495782361617435829823691574156824937289367145734159286,Unfair
.....7....95..4.....1.8.536.6..1587..............92..46......28..23..94..4.......,826537491395164782471289536269415873514873269738692154657941328182356947943728615,Unfair
...1..7.........58452......7.4..6....9.....3...5.1...7...4......4.65.32.2.1.3...5,638195742917243658452768193724386519196572834385914267573421986849657321261839475,Unfair
...2..5.3.459.62....9........1......8......6......3428.84.2.7.93...7.......5.....,768214593145936287239785146491862375823457961576193428684321759352679814917548632,Unfair
9....3.61...........82.64.....47.2.........3..86.....5..4......6...39..48.5....12,952843761463917528178256493539471286241685937786392145314528679627139854895764312,Unfair
.17....6..6...............2.....1.37..4..3...8..5274.6..87....1.9...8.252...65...,917254368362819574485376192526491837174683259839527416658732941793148625241965783,Unfair
.1.4...3.4..3..76......6..939..784..................28.8..1.5...5......29...4....,619427835425389761837156249391278456248561973576934128783612594154793682962845317,Unfair
365......92..........3..4.......63.8.12...9.....5.164..............2.567..68.9...,365947281924618753187352496459276318612483975738591642241765839893124567576839124,Unfair
4......6.1.......7.59.......6.......5...1..7....4.513...7326.5..2..98.......5...9,478531962136249587259687314361872495584913276792465138947326851625198743813754629,Unfair
2..9......16..8.....7...32.6.1.37....9......73.....5.1.............536..5...6.274,243975186916328745857641329681537492495216837372894561164782953729453618538169274,Unfair
8.9...3.1.37.............95.9...364.6.84.....2......7....7........8.9.1...432.5..,829547361537916824461238795795183642618472953243695178186754239352869417974321586,Unfair
..15....22.4.3.9...3...1.574.51.93...7.6...................7...6......28...94....,761598432254736981938421657425189376873654219196273845312867594649315728587942163,Unfair
...1.9.83.9..87...........296.3..72.2.......17.5....3.......8......4......4953...,476129583392587164851436972968314725243875691715692438537261849129748356684953217,Unfair
...5...4..4...1.2.3.....8...........6...8.15...8.93..4.96...........5.737.14.....,182569347947831526365742891419657238673284159258193764596378412824915673731426985,Unfair
7.....84..24..63..1....7....679..........82......4..93..81..93.............2.4165,736529841524816379189437526367952418491368257852741693648175932215693784973284165,Unfair
.59....3..83.7.................4.76.8.4.2.51.....9...2...5..6..57...........14..3,159462837683971425427358196295143768834627519716895342342589671571236984968714253,Unfair
..823.9..14...82..................3.6.4.9..7..3564........2.1...7...9.....2..5.96,568234917147958263293167485981572634624893571735641829359726148876419352412385796,Unfair
....2.9.5......2..7.2..3.8....1...59.86..........67...5.....42..1.9.4..3.73......,634821975891745236752693184347182659186539742925467318569318427218974563473256891,Unfair
..........52..4.1..4.819.....523......3..6.2.7.....4.3........9....8.2.7....2.581,391562874852374916647819352465237198183496725729158463218745639536981247974623581,Unfair
4.8..67...9148..5...5.....8637.....454..2...............4....85.....1..38.....29.,428956731391487652765132948637519824549628317182374569974263185256891473813745296,Unfair
..59.....7.........8...35.42.1...8.........3.9...246.14......6....7.81...5....2..,325941786764852913189673524241367859576189432938524671417295368692738145853416297,Unfair
....9...3..64.52.....8.....3...2.15..6.....7.2....96......724....89.....5.73.....,451297863836415297792863514384726159169548372275139648913672485628954731547381926,Unfair
......2....1.3.4..37...65.84268..9..5....3...........7.1..94...7..1.....6..38..4.,965748231281935476374216598426871953597623814138459627813594762749162385652387149,Unfair
..82..6.3.6...8.......37.....98....5......79.4...518...36...4.28...635.95........,178249653263518974954637128319876245685324791427951836736195482842763519591482367,Unfair
4.9..5.....81....7.7..6.54.....1..7.6...........63...1...3489...139.........5...8,469725183538194267172863549385419672621587394794632851257348916813976425946251738,Unfair
5....18...872......9.....4..3.....2........94.5.847.6.37.59............3....1.95.,542931876687254139193786245734169528861325794259847361376598412915472683428613957,Unfair
1...2..8.9..6...7..3.4...5685.................6..318....25.9.........3.4.8.......,176925483945683271238417956851794632423856197769231845312549768597168324684372519,Unfair
.8..4.3....1....4.........6....6.2....6...8.5...289....3...4.9.87.32......58.....,587946312261538947394172586418765239926413875753289461132654798879321654645897123,Unfair
9..........31.4..54....713964..713......89.4.......6..3624..........3....8..1....,916235784873194265425867139648571392231689547759342618362458971194723856587916423,Unfair
.6.....95...45..7....2......8..2.9.6.2.5761.4..........93...7..8........4576....3,164837295238459671975261438781324956329576184546918327693185742812743569457692813,Unfair
.156.........8......2...87...8..52..6.3.985...5......9..7...1.....9.......1846..3,815674932749382615362159874198435267673298541254761389487523196536917428921846753,Unfair
.9..6.....41....32.7...3...56..47.1....9...........35......8..6..873..4....5.....,893264175641875932275193468562347819384951627719682354137428596958736241426519783,Unfair
6...84.1...3..6.......7.....29....6.83...........1..8959......3..28....6.8..95.7.,657384912913526748248179635129758364834962157765413289591647823472831596386295471,Unfair
....3..9...81.....2.........5...........1.6.33....4..74.2..7..8.8.3..1....72..5.6,174836295598172364263495781856723419749518623321964857412657938685349172937281546,Unfair
......856.9...2.........7....7.5..4...86..2..4.....63.2....93.............651....,123497856795862413684135729967253148538641297412978635251789364849326571376514982,Unfair
6...............38.45..3.....23..7..8........5..61...2.6.1.4..7.5..6.2.3.....94..,683291574297456138145873629912385746876942315534617982369124857451768293728539461,Unfair
.....6.......9241...93.......31...47...8.....6...49.8.........5......8367.16.32..,872416359536792418149358762283165947495837621617249583368924175924571836751683294,Unfair
5.1...79.......34...8..36........9........87..93.28.6..7.4.........561....2.1....,531642798627981345948573612814765923256394871793128564175439286489256137362817459,Unfair
..3.....8.521......485...72.......24...62..........1.3.9...........4..353...89...,963472518752138496148596372536917824814623759279854163491365287687241935325789641,Unfair
...57...1.73............2...36.29..52..6....39..7......2.19.8.771.2...6..8....1..,462578391873912456591346278136829745247651983958734612624195837719283564385467129,Unfair
....3.52...8..9.4...6.74..1.478......9...21........36.2..1....5..4..7............,471638529538219746926574831347861952695342187182795364269183475854927613713456298,Unfair
....85..436..4.2....8...........9.6.....731...7....8....4...3.....7.1..8591.....2,217685934365947281948312756853129467426873195179564823784256319632791548591438672,Unfair
...1...5.5.....6...632...8.9....314...8.12...........6.9..7.5...3.86...7..5..4...,784196253529438671163257489956783142348612795217549836892371564431865927675924318,Unfair
6..1......19.56.4...5..........9.3......7..28..3..879.29...147...1....8......7..6,672143859319856247845729631187492365964375128523618794296581473731964582458237916,Unfair
.9...4.8.....32.7...47...........8.7..2..9.5.4.......9..5.6.2..7...4.1..6.8.95...,597614382186932574234758916951426837862379451473581629345167298729843165618295743,Unfair
..9..283..5.....1....491.............8.3..........6572....64..187........158..9..,149652837652738419738491625561279348287345196394186572923564781876913254415827963,Unfair
..6.24..94.7......8......6.....413.71....3.8.7..2.............5.6.93.4..95..8....,516824739427369851893157264682541397149673582735298146378416925261935478954782613,Unfair
........4....7...69....21.....4......6.2.57....21..359.75...........6...6.359..8.,721653894384971526956842173537489612169235748842167359475328961298716435613594287,Unfair
49.61...582.....7...1.....4....84.....2..14.6....3...12....97...1.5............92,497612385826345179351897264163284957982751436574936821235469718719528643648173592,Unfair
.....6..31.8.2...69.61.3...3..2...71..2.9.......7..4............7.3156..25.......,547986213138427956926153784394268571712594368685731429463872195879315642251649837,Unfair
9...8.....2..79........651.71..............518.9.527...7..6.2.........6.4.67.3...,954381672621579348387246519715834926243697851869152734178465293532918467496723185,Unfair
........3..9..568....6.8...92..81.....6...738..........8.9...1.57......2..2...35.,865214973249735681731698245927381564416529738358476129683952417574163892192847356,Unfair
.48......7....3.....9.7.8...9.51.7.68....7.9..2..........4...6.5...32.41.7...5...,148956372752843619369271854493518726815627493627394185231489567586732941974165238,Unfair
2....57...8...9....35.1............3.7....816..1..42......92..5..3........6..1972,219465738684739521735218649568127493472953816391684257147892365923576184856341972,Unfair
.9.46......43.56..26.8...5.67.9.8...........15.2........8...29.........3....93..4,895467132714325689263819457671948325489532761532176948348751296927684513156293874,Unfair
....5...4.8.4...6.6...1...715.........637.......6....9..218.7........4819........,329756814781439562645218937153894276296375148874621359462183795537962481918547623,Unfair
.1.5.......3.94....6...13.42..4.3.......2.54.......8....936.45.32.....7........1.,412538697783694125965271384298453761631827549547916832179362458324185976856749213,Unfair
...53...73......82....96.....6.5273.........84.3...1....7.2.96.........3..1.678..,142538697369741582758296314816452739975613428423879156587324961694185273231967845,Unfair
..1...427.67...........39.......53......3..9.2....7..5..5..2..63246.8...8..35....,931586427467921583582743961179265348658134792243897615795412836324678159816359274,Unfair
982..4.......1..86.7....5....13..8.73..9...61.5..............7.....73.......96.48,982654713534217986176839524691342857347985261258761439469128375815473692723596148,Unfair
52....4....3.6.8.........2........1.7..43.6....6.8.97...........6.39.1.28..6..3.9,528719436173264895694853721385976214719432658246581973932148567467395182851627349,Unfair
.........7...4..52..9.23..4...15......6..........72.13.2...........18.398..93.52.,264581397738649152519723864372156948186394275495872613923465781657218439841937526,Unfair
65........47.....2...147...8....9..1.1..7.2.4.254.........1....5..9.........62913,659328147147695832382147569864259371913876254725431698296713485531984726478562913,Unfair
....6......8.....43.4....1....71...2..1356......8..13..6.9.....7.9..8.561...2..4.,957461823618273594324589617835714962291356478476892135562947381749138256183625749,Unfair
.....2.......95...3496..1..1.59..2...7......89....14..5.8.......2681............3,857142396612395874349678152165984237274536918983721465538469721726813549491257683,Unfair
..6.9...4.94.71..........1.....4........87439...3.2.8..13..47..5...293...4......6,156293874394871562782465913835946127621587439479312685213654798568729341947138256,Unfair
23.........7...41.4..6....5....9..2....4.2...9.3.6.8...65.....13.........4.71...6,231574968657928413498631275184395627576482139923167854765249381319856742842713596,Unfair
127..3.....847.9.3.3..........34.7.......8..........6....7..1...72.....5.8..64.2.,127593846658472913934186572216349758745618239893257461369725184472831695581964327,Unfair
.........62...48...9186.........934.9...2...7......6.8..54..2......527...893...54,874235961623914875591867423167589342948623517352741698715498236436152789289376154,Unfair
....46.19...1...7....5....2..5...46...678..9.9.......7.2986.....8.......7.....1.6,357246819862193574194578632275319468436785291918624357529861743681437925743952186,Unfair
135..67.....1....5....4....49....3...2..8...9..3.2......4.............275..7..6.1,135296784849173265267845193498561372621387459753924816974612538316458927582739641,Unfair
.91..4..............2.5...8.2..6.3.....27.5..738.1..6..8......4...6.....5...8769.,391824756856791423472356918125968347964273581738415269689532174217649835543187692,Unfair
1...8.........21.......9.257.4.....8.3..4.6.9.5.79......54......639...57........2,126584793549372186378619425794263518832145679651798234285437961463921857917856342,Unfair
..1.6.5.9..5.7426..........2.4397...1..6....28.7......7....5.18....1..5.........3,481263579935874261672159834264397185153648792897521346726435918348912657519786423,Unfair
...4......3..2...814.9...2.....41.8.2....34....52............9..2756..1.3....7...,782435961539126748146978325693741582218653479475289136854312697927564813361897254,Unfair
72.....3.....58.....5..39..8...361........8.6....4............943261...8.1...74..,728961534391458267645273981854736192273195846169842375587324619432619758916587423,Unfair
...4........859.4....7.6.3.3....86.1.5.6..3....4.....9.789.5..........1..93...8..,786432195231859746945716238329548671857691324614273589178925463562384917493167852,Unfair
79.6.......829..7..3...1.............4....52..65....833.....14.5..84....6...5...8,792638451158294376436571892873925614941386527265417983389762145517843269624159738,Unfair
7..5..9466.8....3.1............54.....16.2..8.6.....7.......4.2.2..6.8.....8...1.,732518946698247135154396287389754621471632598265189374813975462927461853546823719,Unfair
...8.9....25.7......15...72..4...8.....3.1...7.....364....934..9.7.58.3..........,476829153325176948891534672234967815568341729719285364152793486947658231683412597,Unfair
....62.411............3..6...9..7.......1...4.7.6.58...36.2.5.8..8....965.....4..,895762341163954287724138965459287613682319754371645829936421578248573196517896432,Unfair
...62......8.31...42.57......6.......5.....1717...23.4.3....9..9.....7.8...3..5.6,517629483698431275423578169346157892852943617179862354235786941964215738781394526,Unfair
..............5.96.64...1.59..7....43....4.2....9..7....3.2...1479..6..218.4.3...,795641238831275496264389175926738514317564829548912763653827941479156382182493657,Unfair
.4......989...6......43.2....8.4.9.69...75....62...4....65..........8.62......3.7,241857639893126754657439281578342916914675823362981475726593148439718562185264397,Unfair
........6....65.94..5....7.4...21...8..4..1.....8...3..5...9..82.3.4......7....5.,394718526718265394625934871439621785872453169561897432156379248283546917947182653,Unfair
..82.4..637....5.2....3..9....825.....6......2..7......8............37..1.35.28..,918254376374698512625137498741825639856319247239746185587461923462983751193572864,Unfair
5...2..4.4.23....5.91...23............6..5128.3.....74..........841.6.......475..,563721849472389615891564237918472356746935128235618974657293481384156792129847563,Unfair
..7......5....3..136.............7..2...85..4.36.719..7..1...5...3.....21..26.4.3,417652389598743261362819547954326718271985634836471925729134856643598172185267493,Unfair
9....6....3..782...84.59....5.....49..61....53......2..7......1......86......4...,927316584531478296684259713752683149846192375319547628278965431495731862163824957,Unfair
58.32....1....73..4..1..................8...5.3.71.9.86.......4..9....7..5..4.8..,587326419192457386463198257875934621914682735236715948628573194349861572751249863,Unfair
............6...19..8.1.6..3.6.7.95.5...............71.....21.36..9....747.56.8..,165329784734685219298417635316274958587193426942856371859742163621938547473561892,Unfair
5..469.............62....3..1....6..9.4.....5.......78.8.394..7.....2.6...15..4..,538469721749123586162857934817235649924678315653941278286394157495712863371586492,Unfair
7.......49.45..1........29.29.3......174..8.......9..3.........1....2936....18...,782196354934527168561834297296381475317465829845279613429653781158742936673918542,Unfair
146......2.5..........5......2.9..317..8.6.2..9...5..74....7.6.92.............359,146279583285143796379658214562794831734816925891325647458937162923561478617482359,Unfair
6....8....8..4..6...5.93....7...9.........51.....7...88.....3..1.93.7..53....519.,613728459982541763745693281271859634498236517536174928854912376129367845367485192,Unfair
.9.38.....1....5....2..7.93.8.....2........7...71.6.....47....86...2194......9...,496385712713942586852617493389574621561298374247136859924753168635821947178469235,Unfair
.....6....2.7...13148.......5.2........497...8..5....72........98....4.66......75,739816254526749813148325769457268931361497582892531647273654198985173426614982375,Unfair
....8...49.261..5......9............4.687....2......36.18.2.5....456...85.....9..,765382194982614357143759682831296475456873219279145836618927543394561728527438961,Unfair
94.............3...8....524.....4...3..2......5..368.17.24..1.3..6.7129..........,945823716127645389683719524879154632361287945254936871792468153436571298518392467,Unfair
1.......3.....5..639..8...2......47.4...9.....8...3....728...91...1.6...8.1..9.37,156927843728345916394681752263518479415792368987463125672834591539176284841259637,Unfair
..5....4.......956..9.1.8.79....8..3...2......3...76...8..5...4.71.825....61.....,825976341317824956649315827952468713768231495134597682283759164471682539596143278,Unfair
6...92..4.4.8....3.....32....2.1.79..39......8.....1.67......49............64...5,673192584245876913918453267462315798139768452857924136726581349584239671391647825,Unfair
.2....3..146..2.9.........42.817...9.....8.36...9............6......7...9.782...5,825694371146732598793581624268173459519248736374965812481359267652417983937826145,Unfair
6.1.25.4.........82......6.....9..1...87....4...3.......76..3...9...3..1....814.6,671825943349167258285439167734596812958712634162348795817654329496273581523981476,Unfair
.67..93....4......3..15....7..9..2...9.24...8..5..17........83.........24.6..35..,167429385954738621382156479718965243693247158245381796579612834831574962426893517,Unfair
.2469.1.3............1..42...3...9...5........614..25......1.48.....7..2.7634....,724695183315824679698173425283756914457219836961438257532961748149587362876342591,Unfair
8........9..1...7....97...25...61.....43...5.6.8.2...........231.26..4...5...4..8,871542936923186574465973812537461289214398657698725341746859123182637495359214768,Unfair
4.96..8..51..38...............47.....6..2.41.........8823.....9.....16.7........5,439615872517238964286794531198473256765829413342156798823567149954381627671942385,Unfair
.......9312..9.4......7....4......3...7.825....24.6..75.41..7.6..97.8.4..........,678245193125693478943871625496517832317982564852436917534129786269758341781364259,Unfair
7.....6..382..97.........1..5.92..87.....5...4.8.........2....1.74.6.2...2..835..,741358692382619754569742813653924187217835946498176325835297461974561238126483579,Unfair
.7..84..5.2....7..3.85.........416..................217.......8..532..1...6.1.2.9,671284935524139786398567142257841693163952874849673521712495368985326417436718259,Unfair
..21....3..8......4..5.8.....52..7.6...86.........5.1....6.9..1..1.876.578......4,952176483368942157417538269835214796179863542624795318543629871291487635786351924,Unfair
......91..16.....53......4.......1..16.32..9...96.8........346...81.65...7.45....,784562913916834725325791648832947156167325894459618372591283467248176539673459281,Unfair
2.....3.9..8....7........8.7.4.98..1.3.1..9.....7.3.....1.87.52.....4....5.61....,246875319518932476973461285764298531835146927129753864491387652687524193352619748,Unfair
........13.8........2...47..1.8..2.....6.1.4.........9.....9..4.2536......4.57..6,597426381348715692162938475416893257259671843783542169671289534925364718834157926,Unfair
175...........84.58......2.2.95..........2..7...319.4.....8.5.....2......3.1.78.2,175423689362798415894651723289574361413862957657319248721986534948235176536147892,Unfair
...1..56............9.65721....8..5.89..41...1..7.28....2...9.573.5.9..........7.,327194568516278493489365721274983156895641237163752849642837915731529684958416372,Unfair
.9...7.32..85..1....32.........2......24.8.7.4....38.6......69...6.1.......74...5,195687432728534169643291758867125943932468571451973826314852697576319284289746315,Unfair
....9.....1...4.7.7.25............15.3...7.6.62..13.9...13.27.9......82..4.......,364791582518234976792586134487629315139457268625813497851362749976145823243978651,Unfair
4.68..7.............9.5......52....1.1....6.49...1..8...7..6.5882...3..6.......7.,456832719183769245279451863645287931718395624932614587397126458824573196561948372,Unfair
9....2...6...3......37.6.2....415.7...92....5..7...8.....3..5.213.5..........9..8,974152683621834957583796421368415279419287365257963814896371542132548796745629138,Unfair
.9..2..8....5......7.3..125..5..9...3..8...1....7..3..7.31....8.....6...45.....7.,591624783832517946674398125215439867367852419948761352723145698189276534456983271,Unfair
71...56...2.4....3..6.......7..4.3.................891.....9.6.3..87..2..512.....,713925684528416973496387512972148356185693247634752891247539168369871425851264739,Unfair
.51.7..6.2....3......4..27..27....9636..584..............9.....9....53...1.......,451279863278563149693481275827314596369758412145692738534927681986145327712836954,Unfair
..8.26......1......56.......1.3..89.....69.7.4.....3...2794.18.....83..........2.,198526437743198652256734918612357894835469271479812365327945186561283749984671523,Unfair
.........285...6..6....94......438....7..5..3..82....5..1..2...4.28..317...1.....,974638152285417639613529478526743891147985263398261745761352984452896317839174526,Unfair
.4....3..6.5.4...13875....6...7...........2....2.6491....27..9..7....18.8....1...,241687359695342871387519426419723568768195234532864917154278693973456182826931745,Unfair
.4...1.......548....68..4..........8....75.3...162.9...75...6.46..79.35..1.......,847961523193254876526837419452319768968475132731628945275183694684792351319546287,Unfair
.2315...........8..15..6.....6.74........5..7......89.38.....6225..3.7...6..4....,823159476697423185415786923936874251148295637572361894384917562251638749769542318,Unfair
.9...........9.84..3...792...9..15...85672...6..........6.48...3..1.9......7..158,294815637567293841831467925729381564485672319613954782176548293358129476942736158,Unfair
95.6.2.......396...3.4.....1.794.36....8...12.4......7...5..2.4..4..........6..8.,951682743478139625632457891127945368395876412846321957769518234584293176213764589,Unfair
